Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
Nescafe 3 in 1,Nestle,2,8961008219127,,0,0,50.0,,1,0,0,0,1,,,,,,
Mix Sweets 1000gm,Sweets,15,,,0,0,700.0,,1,0,1,0,1,,,,,,
;PP-Tree Silicon Nipple 6-12 months Large 2 Pcs;couldnotscan;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MAQ NIPPLE 1 month plus small 2 Pcs;6.07012E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Toothpick Dabbi ;6.93158E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Long Plastic Toothpicks;6.93396E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Toothpick Dabbi Special;6.94477E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TOP-TIP'S Cotton Buds 100 Pcs;6.92018E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Laziza KHEER Rice Pudding 155gm;5.02822E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Laziza Ras Malai Dessert Mix 75gm;5.02822E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Laziza Kulfa Khoya Frozen Dessert Mix 152gm;5.02822E+12;175,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan MANGO JAM 1.8kg;8.964E+12;690,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan MIX FRUIT JAM 1.8kg;8.964E+12;690,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan APPLE JAM 1.8kg;8.964E+12;690,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan APPLE JAM 410g;5.07864E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan SWEET ORANGE MARMALADE 410g;5.07864E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan MIX FRUIT JAM 410g;5.07864E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan MIX FRUIT JAM 190g;8.964E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan MANGO JAM 190g;8.964E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan ORANGE MARMALADE 190g;8.964E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan APPLE JAM 320g;8.964E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MITCHELL'S GOLDEN APPLE JAM 450gm;8.96101E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MITCHELL'S GOLDEN MIST MARMALADE 450gm;8.96101E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Mango jam 200gm;6.20514E+11;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Mixed Fruit jam 200gm;6.20514E+11;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Apple jam 200gm;6.20514E+11;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;K&N's Stok Cube 2 Pcs 20gm;8.964E+12;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;K&N's Biryani Stok Cube 2 Pcs 17.6gm;8.964E+12;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Mango jam 440gm;6.20514E+11;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Mixed Fruit jam 440gm;6.20514E+11;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Apple jam 440gm;6.20514E+11;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;American Garden Vinegar Apple Cider 473ml;7.17274E+11;440,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shangrila CHILLI SAUCE 800ml;8.964E+12;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shangrila SYNTHETIC VINEGAR 800ml;8.964E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shangrila SOY SAUCE 800ml;8.964E+12;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Synthetic Vinegar White 800ml;8.964E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Synthetic Vinegar White 300ml;8.964E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Soy Sauce 300ml;8.964E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Chilli Sauce 310ml;8.964E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Young's Mayonnaise 1 Litre;8.964E+12;590,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Young's Mayonnaise 200ml;8.964E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Young's Chicken Spread 200ml;8.964E+12;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Chilli Garlic Sauce 400gm;8.964E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Tomato Ketchup 400gm;8.964E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shangrilla TOMATO KETCHUP 225gm;8.964E+12;105,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Chilli Garlic Sauce 225gm;6.20514E+11;105,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan banana jelly 80gm;8.96101E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan mango jelly 80gm;8.96101E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shangrilla TOMATO KETCHUP 800gm;8.964E+12;315,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Chilli Garlic Sauce 800gm;6.20514E+11;320,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Tomato Ketchup 800gm;6.20514E+11;320,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Tomato Ketchup 800gm;8.964E+12;320,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Tomato Ketchup 400gm;6.20514E+11;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shangrila GARLIC CHILLI SAUCE 400gm;8.964E+12;175,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Chilli Garlic Sauce 400gm;6.20514E+11;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Mazali Foods Mayo Dressing 2 Ltr;3.52225E+12;490,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National MIXED PICKLE IN OIL 1000 gm;6.20514E+11;560,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National MIXED PICKLE IN OIL 400gm;6.20514E+11;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan vanilla custard 285 gm;8.96101E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan mango custard 275 gm;8.96101E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan vanilla ice cream powder 275 gm;8.96101E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan strawberry custard 275 gm;8.96101E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Rafhan cornflour 275 gm;8.96101E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Life Collection Condoms 3 in 1 ;nocode;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sathi Imported Condom ;couldnotscan;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Knight Rider Condom;nocode;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TAPAL GREEN TEA LEMON 30 Pcs;8.15096E+11;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TAPAL GREEN TEA MOROCCAN MINT 30 Pcs;8.15096E+11;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TAPAL DENEDAR TEA 440gm;8.15096E+11;1000,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TAPAL DENEDAR TEA 85gm;8.15096E+11;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Fauji Wheat Porridge 250gm;8.964E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Fauji Wheat Porridge 175gm;8.964E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Fauji Barley Porridge 250gm;8.964E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Fauji Barley Porridge 175gm;8.964E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lipton YELLOW LABEL 430gm;8.96101E+12;1200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lipton YELLOW LABEL 170gm;8.96101E+12;500,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lipton YELLOW LABEL 170gm;8.96101E+12;270,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lipton YELLOOW LABEL DANEDAR 475gm;8.96101E+12;1500,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lipton YELLOOW LABEL TEA 50 TEA BAGS;8.96101E+12;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lipton GREEN TEA ZESTY LEMON & HONEY 25 TEA BAGS;8.96101E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Brooke Bond Supreme  Tea 450gm;8.96101E+12;1100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Brooke Bond Supreme  Tea 430gm;8.96101E+12;780,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Brooke Bond Supreme  Tea 190gm;8.96101E+12;330,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Brooke Bond Supreme  Tea 85gm;8.96101E+12;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GLAXOSE-D Glucose-D 400gm;8.96101E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GLAXOSE-D Glucose-D 100gm;8.96101E+12;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Knorr BLAZZIN Noodles 133.5gm;8.96101E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Knorr Chicken Noodles 31.5gm;8.96101E+12;45,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Knorr Chicken Noodles 61gm;8.96101E+12;75,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Knorr Chatt Patta Noodles 31.5gm;8.96101E+12;45,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Knorr Chatt Patta Noodles 61gm;8.96101E+12;75,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DORCO TD708N Razors 5 Pcs;8.80104E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shan Biryani Masala 90gm;7.88821E+11;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shan Zaiqaydar Adrak Powder 100gm;7.88821E+11;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shan Karahi Masala 45gm;7.88821E+11;75,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Broast RECIPE MIX 97gm;6.20514E+11;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National ACHAR GOSHT RECIPE MIX 43gm;6.20514E+11;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National SEEKH KABAB RECIPE MIX 46gm;6.20514E+11;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Chat Masala 50gm;6.20514E+11;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Chat Masala 100gm;6.20514E+11;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Fish RECIPE MIX 40gm;6.20514E+11;75,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Tikka Boti RECIPE MIX 44gm;6.20514E+11;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National DELHI NEHARI RECIPE MIX 56gm;6.20514E+11;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Murghi RECIPE MIX 43gm;6.20514E+11;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Kasuri Methi 25gm;6.20514E+11;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National QUORMA RECIPE MIX 43gm;6.20514E+11;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Garlic POWDER 50gm;6.20514E+11;110,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National BIRYANI RECIPE MIX 39gm;6.20514E+11;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National Garam Masala POWDER 25gm;6.20514E+11;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BAKE PARLOR SPAGHETTI 450gm;1.35895E+12;210,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BAKE PARLOR ELBOW MACARONI 400gm;1.35895E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BAKE PARLOR Tikka Macaroni 2 in 1 250gm;1.35895E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;EVERY DAY PURE BAKING SODA 100gm;2.08136E+12;70,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Mother Choice Brown Sugar 250mg;6.41501E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR EDIBLE GELATIN 50gm;6.01201E+12;260,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR Imported Instant YEAST Sashey 11gm;6.06074E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR Paprika POWDER 25gm;6.82041E+12;110,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR SuperFine MUSTARD POWDER 100gm;6.0281E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR COCOA POWDER 100gm;6.28101E+12;355,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR COCOA POWDER 50gm;6.28101E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR White Pepper GROUND 25gm;6.0281E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSSMOOR Oregano LEAVES 10gm;6.0281E+12;165,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Oreal Chicken Stock Powder 125g;4.25863E+12;260,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DELESOL COCOSE INSTANT COCONUT MILK POWDER 50g;8.66922E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;POLAC Condensed Milk 390gm;9.55737E+12;330,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Every Day Baking Powder 50gm;2.08136E+12;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SASSO Olive Oil 200ml;8.00671E+12;1020,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SASSO Olive Oil 100ml;8.00671E+12;630,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SYNAROME KEWRA CULINARY FLAVOUR 25ml;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SYNAROME LEMON CULINARY FLAVOUR 25ml;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SYNAROME VANILLA CULINARY FLAVOUR 25ml;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;NUTELLA 400gm;80135876;1220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;NUTELLA 180gm;80177425;1010,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;NESCAFE CLASSIC COFFEE 100gm;9.556E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;NESCAFE GOLD COFFEE 47.5gm;46204837;800,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;nature's Home PEANUT BUTTER 340gm;6.95424E+12;760,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Basso EXTRA VIRGIN OLIVE OIL 250ml;49248011522;960,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;FIGARO  Spanish Olives Stuffed with Pimento Paste 85gm;8.41016E+12;380,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;nature's Home hot sauce 88ml;6.48469E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;National VERMICELLI/SAWAIYAAN 140gm;6.20514E+11;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KERNELPOP POPCORN Butter 270gm;8.86635E+11;500,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KERNELPOP POPCORN Natural 270gm;8.86635E+11;500,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KERNELPOP POPCORN Cheese 270gm;8.86635E+11;500,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ISPAGHOL HUSK 150gm;8.964E+12;790,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ISPAGHOL HUSK 95gm;8.55434E+11;530,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ISPAGHOL HUSK 50gm;8.964E+12;260,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ISPAGHOL HUSK 25gm;8.964E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA HONEY 300 gm;8.964E+12;390,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA HONEY 500 gm;8.964E+12;565,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA HONEY 225 gm;8.964E+12;290,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA HONEY 80 gm;8.964E+12;125,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA HONEY 50 gm;8.964E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Langnese BEE  HONEY 250gm;4.0233E+12;1300,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Langnese BEE  HONEY 125gm;42092698;820,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Natural Honey Foods Large;nocode;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Natural Honey Foods Small 125gm;nocode;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SALMAN'S Pizza Sauce 370gm;8.964E+12;410,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Fresco PEANUT BUTTER CRUNCHY 340gm;6.294E+12;530,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Fresco PEANUT BUTTER CREAMY 340gm;6.294E+12;530,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Cadbury Bourn Vita 500gm;7.6222E+12;223,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Horlicks CHOCOLATE FLAVOUR 400gm;8.88647E+12;1610,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;American Garden U.S. Mustard 227gm;7.17274E+11;440,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;FIGARO  Spanish Olives Stuffed with Pimento Paste 240gm;8.41016E+12;570,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Young's Choco Bliss Hazelnut Cocoa Spread 350gm;8.964E+12;755,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sucral Zero Calorie 100gm;8.964E+12;520,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;POLAC FRUIT COCKTAIL 836gm;2.89625E+11;1040,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Ovaltine Malted Chocolate Drink POWDER 100gm;8.85009E+12;340,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Ovaltine Malted Chocolate Drink POWDER 400gm;8.85009E+12;840,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Jasmine Tea 150gm;6.90112E+12;370,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SALMAN'S STRAWBERRY TOPPING 623gm;8.964E+12;570,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SALMAN'S CHOCOLATE TOPPING 623gm;8.964E+12;570,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;QUAKER WHITE OATS 500gm;5.00011E+12;790,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;C.B.C. WHITE COCONUT OIL 584gm;8.88801E+12;900,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DewDrop GOLDEN SWEET WHOLE KERNEL CORN 380gms ;8.85201E+12;340,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Smily SWEET CORN 400gms ;6.96667E+12;340,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi CHUARQA 800ml;8.55434E+11;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Sharbat Sandaleen 800ml;8.55434E+11;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Sharbat Jam-e-Shirin Sugar Free 800ml;8.55434E+11;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Sharbat Jam-e-Shirin 800ml;8.55434E+11;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Sharbat Ilacheen 800ml;8.55434E+11;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Arq-e-Badian 800ml;8.55434E+11;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Sharbat Jam-e-Shirin 1500ml;8.55434E+11;600,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Hamdard Rooh Afza 1500ml;8.964E+12;600,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;IMPORTED touch Scented 3 RIBBED CONDOMS;8.964E+12;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ROSEPAIR ICING SUGAR 300gm;9.17881E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Hamdard Rooh Afza 800ml;8.964E+12;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA Chuarqa 800ml;8.961E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Mango Squash 800ml;5.07864E+12;310,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi Sharbat Bazooreen 800ml;8.55434E+11;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABA ARQ Saunf 800ml;8.964E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MASHRIQI Sharbat Sandal 800ml;3.21883E+11;390,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MASHRIQI Sharbat Badam 800ml;3.21883E+11;390,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Shezan Lemon Squash 800ml;5.07864E+12;310,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MARHABAN ARQ Gaozaban 800ml ;nocode;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Party Popper Extra Large;nocode;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KAIYUE DECORATOR BALLONS 100 Pcs;6.97159E+12;440,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;palloncini 30cm 6 Pcs;8.05862E+12;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Party Popper Large;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Snow Spray ;6.94669E+12;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Party Candles ;6.97141E+12;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday candle ;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday candles ;6.95648E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVEAL COLOUR SMOKE 1 Pcs;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Birthday Spark Candle 1 Pcs;nocode;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday Stand;nocode;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday Alphabets ;couldnotscan;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday Small Ballons 10 Pcs;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Balloon Pump;nocode;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Birthday Taaj;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday Sparkling flower candle;6.92228E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday Alphabets Foil Baloon 13 Pcs;nocode;210,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Anniversary Alphabets Foil Baloon 16 Pcs ;nocode;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Birthday Candles 10 Pcs;nocode;40,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Light Up Baloon 5 Pcs;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Happy Birthday HH Cake Topper;nocode;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Milk Pak 1 Litre;8.96101E+12;250,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Milk Pak 250ml;8.96101E+12;65,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Milk Pak Dairy Cream 200ml;8.96101E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;OLPER'S Milk Pak 1 Litre;8.964E+12;250,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;OLPER'S Milk Pak 250ml;8.964E+12;70,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;saf-instant 500gm;3.26779E+12;1070,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Bakerdream Instant Dry Yeast 500gm;6.91779E+12;1020,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Premium eka-300 Bread Improver 500gm;8.966E+12;520,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Express Power Detergent 1000 gm ;8.88695E+12;420,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Brite Detergent 1000 gm;8.88695E+12;550,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ASPINE Matic Detergent 1000 gm;7.69504E+11;480,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ASPINE Original Detergent 1000 gm;7.69504E+11;450,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
ARIEL ORIGINAL Detergent 1000 gm,Detergents,,,,0,0,600.0,,1,0,0,0,1,,,,,,
;Lumer Lemon 600gm;7.69504E+11;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Lumer Original 600gm;7.69504E+11;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Bonus TRISTAR 1000gm;8.88695E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Baby Wipes Nanna Munna 80 Pcs;5.55967E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Baby Tender Baby Wipes 80 Pcs;6.92239E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Pampers Baby Wipes 52 Pcs;nocode;300,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Dettol Wipes 72 Pcs;8.99356E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BAKE PARLOR TWISTED MACARONI 400g;1.35895E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BAKE PARLOR SHELL MACARONI 400g;1.35895E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
