Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
Nescafe 3 in 1,Nestle,2,8961008219127,,0,0,50.0,,1,0,0,0,1,,,,,,
Mix Sweets 1000gm,Sweets,15,,,0,0,700.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 4.53 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 5.19 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 7.38 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 5.6 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 7.35 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 8.38 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 8.52 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 6.37 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 5.23 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 8.34 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 8.17 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 4.56 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 6.38 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 5 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 1 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 4 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 9 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 3 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 10 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 4.35 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 9.00 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 9.31 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 3.00 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 4.00 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 7.31 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 8.23 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 5.00 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE TINTA COLOR 6.00 UC 60ml;8.72E+12;1150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color Black 01 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color dark brown 02 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color medium brown 03 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color light brown 04 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color hazel blonde 05 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color ash blonde 06 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color mocca 07 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color burgundy 08 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color mahogany 09 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color blue black 10 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color copper brown 11 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Hair Color golden blonde 12 100ml;8.58E+11;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GOLDEN PEARL FRUITY WHITENING URGENT FACIAL 25ml;8.96E+12;40,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GOLDEN Tiger CRAWLING INSECT KILLER POWDER 100gm;couldnotscan;75,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Mortein CRAWLING INSECT KILLING POWDER 100gm;6.00E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Medora Nail Polish Remover 50ml;couldnotscan;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Kingtox MOSQUITO REPELLENT COIL 10PCS;7.14E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;King COIL BLACKY 10PCS;7.18122E+11;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Soft touch Whitening Cr�me Bleach 620gm;8.96E+12;410,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;JESSICA QUICK HAIR REMOVAL HERBAL WAX;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Soft touch Whitening Creme Bleach 88.2gm;8.96E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Soft touch Peach  Creme Bleach 88.2gm;8.964E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;JESSICA QUICK HAIR REMOVAL ICE WAX;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;JESSICA QUICK HAIR REMOVAL CHARCOAL WAX;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Mortein LIQUID REFILL 30 Nights;8.9611E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Metro  LIQUID REFILL 60 Nights 45ml;8.964E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Kingtox  LIQUID REFILL 60 Nights;couldnotscan;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;POWER PLUSLIQUID REFILL ;4.21113E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MOSPEL MOSQUITO REPELLENT LOTION 45ml;couldnotscan;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Tiger ANTI MOSQUITO LOTION 6ml;nocode;10,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Tiger ANTI MOSQUITO LOTION 100ml;8.96222E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BESSO cr�me bleach 31.25 gm;8.964E+12;70,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 53 LIGHT AUBURN 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 41 MEDIUM BROWN 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 30 DARK BROWN 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 55LIGHT REDDISH BROWN 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 20 BROWN BLACK 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 51 LIGHT BROWN 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 42 MEDIUM AUBURN 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;REVLON COLORSILK 10 BLACK 130ml;3.09979E+11;720,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DP LED RECHARGEABLE TORCH LED-9085;6.93902E+12;600,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DP LED RECHARGEABLE TORCH LED-9123;6.93902E+12;520,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SOGO LED RECHARGEABLE TORCH JPN-08;nocode;1010,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;HOPE'S LED RECHARGEABLE TORCH H-334;6.94102E+12;670,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DP Portable Rechargeable LED Hand Lamps DP-716B;6.93902E+12;1140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DP Portable Rechargeable LED Hand Lamps DP-712B;6.93902E+12;930,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;DP Portable Rechargeable LED Hand Lamps DP-7102;6.93902E+12;1050,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;POLY COLOR Cream Hair Color 39 Natural Light Brown 81ml;8.966E+12;250,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;POLY COLOR Cream Hair Color 45 Natural Black 81ml;8.966E+12;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Adore Hair Dye 43 Dark Brown;nocode;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Adore Hair Dye 45 Natural Black;nocode;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;KEUNE COLOR Cr�me B Bleache 50gm;8.71928E+12;750,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIER Color naturals cr�me 1 Naural Black;8.964E+12;549,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIER Color naturals cr�me 2 Soft Black;3.61034E+12;699,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIER Color naturals cr�me 3 Naural Dark Brown;8.964E+12;699,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIER Color naturals cr�me 4 Naural Brown;8.964E+12;699,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Samsol HAIR COLOR 43 DARK BROWN 23gm;1.82039E+11;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Samsol HAIR COLOR 43 DARK BROWN 50gm;1.82039E+11;230,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Samsol HAIR COLOR 45 DARK BROWN 23gm;1.82039E+11;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Samsol HAIR COLOR 45 DARK BROWN 50gm;1.82039E+11;230,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Protect Toothpaste ADVANCE Whitening 70gm;7.64759E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Protect Toothpaste G Gum Care 70gm;7.64773E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Protect Toothpaste G Plus Herbal Gum Care 70gm;7.96771E+12;135,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Protect ABC Toothpaste Orange Flavour 60gm;7.1237E+12;110,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Misvak 100gm;8.88695E+12;165,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Herbal 100gm;8.88695E+12;155,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Maximum Cavity Protection 100gm;8.88695E+12;165,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste max Fresh Blue Gel 75gm;8.88695E+12;135,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Maximum Cavity Protection 40gm;8.88695E+12;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste max Fresh Green Gel 75gm;8.88695E+12;125,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Herbal 56.5gm;8.88695E+12;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE Original 100gm;9.20048E+12;330,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE Multi-Care 70gm;9.20048E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE Deep Clean 100gm;9.20476E+12;330,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE RAPID ACTION 70gm;9.20048E+12;275,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE Fluoride 30gm;9.20048E+12;110,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE Original 50gm;9.20048E+12;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE Deep Clean 50gm;9200475502;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SENSODYNE RAPID ACTION 30gm;9.20048E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MEDICAM Toothpaste with Fluoride 35gm;6.2911E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Forhan's Toothpaste 70gm;8.964E+12;145,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Forhan's Toothpaste 150gm;8.964E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MEDICAM Toothpaste with Fluoride 180gm;6.2911E+12;300,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MEDICAM Toothpaste with Fluoride 140gm;6.2911E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Herbal 150gm;8.88695E+12;230,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste Maximum Cavity Protection 150gm;8.88695E+12;210,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste max Fresh Blue Gel 125gm;8.88695E+12;215,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Colgate Toothpaste max Fresh Red Gel Gel 125gm;8.88695E+12;215,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Dabur RED Toothpaste 200gm;8.90121E+12;380,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Dabur RED Toothpaste 100gm;8.90121E+12;265,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;closeup Toothpaste wnter blast 160gm;9E+12;360,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;closeup Toothpaste RED HOT 145ml;4.80089E+12;360,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;closeup Toothpaste MENTHOL FRESH 145ml;4.80089E+12;360,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;closeup Toothpaste MENTHOL FRESH 80gm;8.90103E+12;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Protect Toothpaste G Gum Care 110gm;7.64773E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Protect Toothpaste G Gum Care 40gm;7.64773E+12;125,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Doctor Toothpaste with fluoride MEDIUM;8.964E+12;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;paradontax Toothpaste ORIGINAL 100gm;9.20048E+12;235,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Soda White Toothpaste 65g;8.964E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;English Prickly Heat Non Greasy Cream 75gm;8.964E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Gillette shaving cream Regular 70gm;4.90243E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
Admiral Shaving Cream,Skin Care/Shaving,3,,,0,0,80.0,,1,0,1,0,1,,,,,,
;DIPLOMAT LATHER SHAVING CREAM;8.9611E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TOUCHME SHAVING CREAM 80gm;6.2911E+12;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Samsol SHAVING CREAM 72gm;1.82039E+11;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
A'JOSE Lip Oil 3.5gm 24PCS,Skin Care,4,6917591059215,,0,0,1920.0,,1,0,1,0,1,,,,,,
;MARHABA Balm 20gm;8.964E+12;70,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;LUSH Purifying Facial Foam Neem 100ml;8.00167E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;johnson's baby soap 100gm;4.80101E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;johnson's baby bby nappy cream 110gm;3.57466E+12;250,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIeR Hair Color 4.0 Brown Sashey;3.61034E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIeR Hair Color 3.0 DARKEST Brown Sashey;3.61034E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;GARNIeR Hair Color 1.0 Natural Black Sashey;3.61034E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;godrej hair color dark brown 4.06 Sashey;6.9669E+12;90,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;godrej hair color natural black 1.00 Sashey;6.9669E+12;90,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Prima Hair Color 45 BLACK Sashey;6.00969E+12;50,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Bic Body Razor;8.964E+12;80,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Treet Hygiene Razor with Comb;73982206807;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sofy 3 Action Urgent Facial;5.1612E+12;40,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Ideal Complete Facial;nocode;30,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Olivia Haldi Turmeric Cr�me Bleach;8.58167E+11;20,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ELINA 3Dx Cr�me Bleach 15g Approx;nocode;10,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Faiza Hair Removing Cream with Tulip Extract;2.58946E+12;10,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;ISPAGHOL HUSK 4gm;8.964E+12;10,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Qarshi JOHAR JOSHANDA 5g;8.55434E+11;20,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;EU Hair Removal Cream Normal Skin 30gm;8.964E+12;90,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;EU Hair Removal Lotion Normal Skin 60gm;8.964E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Veet Hair Removal Lotion NORMAL SKIN 40gm;6.00111E+12;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Veet Hair Removal Lotion DRY SKIN 80gm;6.00111E+12;325,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Veet Hair Removal Lotion DRY SKIN 40gm;6.00111E+12;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Veet Hair Removal Cream DRY SKIN 25gm;6.00111E+12;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Veet Hair Removal Cream SENSITIVE SKIN 50gm;6.00111E+12;325,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sheez Hair Removal Lotion All Skin 40ml;2.016E+12;60,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;johnson's baby powder talco 200gm;3.57466E+12;420,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;johnson's baby powder blossoms 200gm;8.85001E+12;420,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;johnson's baby powder blossoms 100gm;4.80101E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;NextoN Baby Powder Floral Fragrance 100gm;8.00167E+12;195,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SKINCARE SCENT Perfumed Talcum Powder Blue Large;8.964E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SKINCARE SCENT Perfumed Talcum Powder Red Medium;8.964E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SKINCARE SCENT Perfumed Talcum Powder Blue Small ;8.964E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;SKINCARE SCENT Perfumed Talcum Powder Red Small ;8.964E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Eden Roc Prickly heat powder 225gm;8.93337E+12;199,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;mothercare GO-RASH Powder 250gm;8.964E+12;323,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;mothercare GO-RASH Powder 150gm;8.964E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Medora Perfumed Talc Powder Passion 275gm;8.9611E+12;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Medora Perfumed Talc Powder JOY 275gm;8.9611E+12;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;HAVOC Perfume Talc SILVER;nocode;260,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;HAVOC Perfume Talc Powder GOLD 160gm;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;HAVOC Perfume Talc Powder SILVER 160gm;couldnotscan;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Black Beauty COLOGNE TALC 350gm;7.86151E+12;260,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;johnson's baby powder 500gm;8.85001E+12;480,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;POND'S Fragrant Talc Powder Pink Lily 100gm;8.90103E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Enchanteur Perfumed Talc Powder Charming 250 gm;8.8882E+12;500,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Enchanteur Perfumed Talc Powder Charming 125 gm;88821191;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Enchanteur Perfumed Talc Powder Enticing 125 gm;8.8882E+12;350,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;dunhill DESIRE Talcum Powder;nocode;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TIBET TALCUM POWDER 85gm;couldnotscan;120,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TIBET TALCUM POWDER 365gm;couldnotscan;280,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Medora Perfumed Talc Powder Passion 100gm;8.9611E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TOUCHME Talcum Powder 80gm;6.2911E+12;100,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Eden Roc Prickly heat powder 140gm;3.23219E+12;140,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BERG Snowfall Prickly Heat Powder 125gm;8.964E+12;130,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BLACK CAT PERFUMED TALC POWDER 300gm;8.964E+12;240,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BLACK CAT PERFUMED TALC POWDER 70gm;8.964E+12;110,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;TOUCHME CHARMING TALC Powder 80gm Approx;6.2911E+12;75,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;BAO GEE SHOE BRUSH;nocode;180,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 0-3 months 60ml Green;6.97034E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 0-3 months 60ml Pink;6.97034E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 0-3 months 60ml Orange;6.97034E+12;220,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sheild BaBy Feeder 60ml;8.964E+12;110,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sheild BaBy Feeder 125ml;8.964E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sheild BaBy Feeder 160ml;8.964E+12;160,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 150ml Green;6.97034E+12;310,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 150ml Green ;8.73356E+12;310,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 150ml Green Transparent;6.97034E+12;310,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 150ml Green;8.73356E+12;310,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 210ml Pink;6.97034E+12;650,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 180ml Pink Transparent;6.97034E+12;450,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 210ml Blue Transparent;6.97034E+12;650,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 210ml Purple Transparent;6.97034E+12;650,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 3-6 months 210ml Green Transparent;couldnotscan;650,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 6-12 months 270ml Orange Transparent;6.97034E+12;450,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;Sheild BaBy Deluxe Plus Feeder 125ml;8.964E+12;190,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 6-12 months 330ml Blue Transparent;6.97034E+12;560,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 6-12 months 330ml Pink Transparent;6.97034E+12;560,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree PP FEEDING BOTTLE 6-12 months 420ml Pink;6.97034E+12;740,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;minitree 6-12 months 270ml Green;6.9321E+12;460,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;MyKid's FEDDING BOTTLE 240ml;7.45307E+12;400,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
ALG PP Feeding Bottle 180ml,Baby Care,,,,0,0,410.0,,1,0,1,0,1,,,,,,
ALG PP Feeding Bottle 128ml,Baby Care,,,,0,0,360.0,,1,0,1,0,1,,,,,,
;KIDCO TOP TRAINER MUG 150ml;8.966E+12;170,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
;xibei Bottle Brush 1 Pcs;4.89705E+12;200,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
M;Potato NIPPLE Large 6 month plus 1 Pcs;6.93087E+12;150,,,,,0,0,0.0,,1,0,1,0,1,,,,,,
